market,code,ticker,name,priority,source,fetched_at,fundamental_status,secondary_snapshot_status,secondary_snapshot_source,supply_demand_source_status,supply_demand_source,secondary_fundamental_status,secondary_fundamental_source_file,ticker_screen,code_screen,name_screen,market_screen,exchange,universe_source,merge_code,merge_exchange,source_name,source_description,price,volume,avg_volume_30d,market_cap,pe,pb,dividend_yield,roe,debt_to_equity,gross_margin,operating_margin,profit_margin,revenue_growth,earnings_growth,return_1m,return_3m,return_6m,return_12m,volatility_1m,beta_1y,source_code,source_symbol,source_exchange,avg_turnover_30d,price_status,fundamental_fields_present,fundamental_status_screen,data_retrieved_at_utc,price_date,price_basis,price_source,fundamental_source,eligible,rank_return_1m,rank_return_3m,rank_return_6m,rank_return_12m,rank_avg_turnover_30d,rank_volatility_1m,beta_abs,rank_beta_abs,momentum_score,risk_score,liquidity_score,pre_score,earnings_yield,rank_earnings_yield,rank_dividend_yield,rank_roe,rank_gross_margin,rank_operating_margin,rank_profit_margin,rank_revenue_growth,rank_earnings_growth,rank_pb,rank_debt_to_equity,value_score,quality_score,growth_score,factor_coverage,total_score,flags,market_percentile,cross_market_score,market_rank,cross_market_rank,theme,theme_source,is_mortgage_reit,theme_rank,research_status,research_candidate,previous_market_rank,rank_change,daily_change,_code,fundamental_source_file,yf_price,yf_market_cap,yf_trailing_pe,yf_forward_pe,yf_pbr,yf_roe,yf_profit_margin,yf_revenue_growth,yf_earnings_growth,yf_dividend_yield,yf_beta,yf_shares_outstanding,yf_float_shares,yf_held_percent_insiders,yf_held_percent_institutions,yf_shares_short,yf_shares_short_prior_month,yf_short_percent_float,yf_short_ratio_days,yf_short_interest_date,yf_average_volume,yf_regular_market_volume,yf_regular_market_change_pct,yf_regular_market_time
JP,8616,8616.T,"Tokai Tokyo Financial Holdings,Inc.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,8616.T,8616,"Tokai Tokyo Financial Holdings,Inc.",JP,Prime Market (Domestic),JPX,8616,TSE,8616,"Tokai Tokyo Financial Holdings, Inc.",898.0,1239700.0,819046.6666666666,223029746979.0,9.72518237424408,1.1587501364886366,5.56792873051225,12.4702512471849,2.16498645151779,90.7344318731957,22.4892865467716,20.9983683276255,33.52087049162667,186.14778178572757,6.398104265402844,19.893190921228303,18.157894736842106,51.178451178451176,2.1248323855508824,0.80497605,8616,TSE:8616,TSE,735503906.6666666,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8415854978354979,0.8379329004329005,0.7949134199134199,0.8752705627705628,0.8008658008658008,0.47619047619047616,0.80497605,0.30492424242424243,83.74255952380953,39.05573593073593,80.08658008658008,72.02245670995671,0.10282583518930956,0.8467966573816156,0.9826086956521739,0.6342351716961498,0.9885931558935361,0.8929679420889348,0.9120992761116856,0.9328083989501312,0.9366740088105727,0.6284686536485098,0.05897568546301091,81.92913355607665,69.73742462506635,93.4741203880352,1.0,75.0312079410746,ok,99.89769820971867,99.89769820971867,3.0,7.0,Financials,concentration_guard_keyword_v1,False,2.0,research_candidate,True,3.0,0.0,unchanged,8616,,891.0,226150596608.0,13.611366,17.749004,1.1497234,0.12919,0.23346001,0.431,19.728,5.01,0.447,253816605.0,237371827.0,0.02536,0.37691003,,,,,,861167.0,294500.0,-0.77951,1790209048.0
JP,3932,3932.T,Akatsuki Inc.,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,3932.T,3932,Akatsuki Inc.,JP,Prime Market (Domestic),JPX,3932,TSE,3932,"Akatsuki, Inc.",3825.0,86900.0,114293.33333333333,46023427105.0,7.182115349842247,1.184430834117904,3.00653594771242,19.189421087165,0.897367269732609,57.0197774599742,34.3123234155359,26.5234225121211,31.304387652285428,925.4999711166312,5.517241379310345,35.35031847133758,30.146308268118407,31.17283950617284,4.175102377646693,0.4207523,3932,TSE:3932,TSE,437172000.0,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8143939393939394,0.939935064935065,0.8801406926406926,0.7922077922077922,0.7451298701298701,0.11498917748917747,0.4207523,0.5706168831168832,85.66693722943724,34.28030303030303,74.51298701298701,71.14718614718615,0.1392347450980392,0.9515320334261839,0.6925831202046036,0.8350676378772113,0.8473655621944596,0.9627714581178903,0.954498448810755,0.9280839895013123,0.9895374449339207,0.6151079136690647,0.20020693222969477,75.30743557666175,75.99820078460023,95.88107172176166,1.0,74.99470947362886,ok,99.846547314578,99.846547314578,4.0,10.0,Other,concentration_guard_keyword_v1,False,2.0,research_candidate,True,4.0,0.0,unchanged,3932,,3905.0,56318959616.0,9.96021,18.769526,1.2092345,0.19182,0.2653,1.216,,3.14,0.56,14422269.0,7974146.0,0.29354,0.1527,,,,,,89149.0,13700.0,2.0915034,1790208995.0
US,TEN,TEN,Tsakos Energy Navigation Ltd Common Shares,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,TEN,TEN,Tsakos Energy Navigation Ltd Common Shares,US,NYSE,Nasdaq Trader,TEN,NYSE,TEN,Tsakos Energy Navigation Ltd,48.27,747525.0,394800.06666666665,1421524022.0,4.88829927288194,0.6918539536006363,4.14336026517506,16.8897802727216,1.02312794787646,43.1027709787568,38.2915649418514,33.607899159839,23.231139040907678,253.35838253712643,12.833099579242642,18.221895664952253,24.535603715170293,110.32679738562094,3.5892884529100297,0.3009072,TEN,NYSE:TEN,NYSE,19056999.218000002,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.9141079670880995,0.8308248043347382,0.7607866746939594,0.9458157736303432,0.593668078241581,0.5605057194461168,0.3009072,0.8089210367691381,86.2883804936785,68.47133781076275,59.366807824158094,77.7958839225215,0.20457012637248806,0.9754244861483468,0.9056055765320941,0.74432,0.5786802030456852,0.8799618926643379,0.9209021601016518,0.7858527131782945,0.955607476635514,0.9461227032077234,0.311495673671199,94.23842552960548,68.70719858965748,87.07300949069044,1.0,81.36496567362,ok,99.79668893406912,99.79668893406912,8.0,12.0,Other,concentration_guard_keyword_v1,False,1.0,research_candidate,True,8.0,0.0,unchanged,TEN,,47.0,1415997440.0,4.7619047,16.013628,0.7231882,0.17221001,0.33813,0.544,5.601,4.14,-0.254,30127603.0,21534357.0,0.28069,0.34030998,223819,328207,0.0084,1.04,1788134400,307263.0,685367.0,-2.63103,1790193602.0
US,MRP,MRP,"Millrose Properties, Inc. Class A Common Stock",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,MRP,MRP,"Millrose Properties, Inc. Class A Common Stock",US,NYSE,Nasdaq Trader,MRP,NYSE,MRP,"Millrose Properties, Inc.",28.73,1664884.0,1226803.5333333334,4430973347.0,10.019879328985457,0.8152239453944671,10.4768534632788,8.11972623428877,0.42580345723974505,,85.10919172223,62.5951458365931,228.24471299093653,890.4317789291885,-6.233681462140992,-2.1790943139257766,-1.2035763411279157,-16.845151953690294,2.1179251293233023,0.22993743,MRP,NYSE:MRP,NYSE,35246065.51266667,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.4099939795304034,0.5065221753963476,0.44210315071242223,0.389725065221754,0.6767493446259326,0.8344370860927153,0.22993743,0.8539280691179425,43.70860927152318,84.4182577605329,67.67493446259326,57.480970172436116,0.0998016011138183,0.8739946380697051,0.9793784490270113,0.48832,,0.9926960939980947,0.9834815756035579,0.9760981912144703,0.9843124165554072,0.9156026160074743,0.55778739184178,92.29919010347302,75.55712653608582,98.02053038849388,1.0,80.7872152923969,ok,99.767644496079,99.767644496079,9.0,14.0,Other,concentration_guard_keyword_v1,False,2.0,research_candidate,True,9.0,0.0,unchanged,MRP,,26.81,4451744768.0,9.309028,8.291761,0.76074,0.081199996,0.62595004,0.321,0.116,10.72,,154228116.0,153104491.0,0.01128,0.93814003,7236096,7024875,0.0545,7.3,1788134400,1284095.0,2955186.0,-6.68291,1790193602.0
US,BUSE,BUSE,First Busey Corporation - Common Stock,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,BUSE,BUSE,First Busey Corporation - Common Stock,US,NASDAQ,Nasdaq Trader,BUSE,NASDAQ,BUSE,First Busey Corporation,29.71,651113.0,687961.0333333333,2453361111.0,12.351376070508023,1.034689795054106,3.46684617973746,9.62271645071912,0.194339005742461,,38.07175706440997,29.282505412709597,35.64369018769773,114.88297302126142,-2.237578150707469,2.767208578346595,20.332118266504654,20.821472143147627,1.5517313392491023,0.2762603,BUSE,NASDAQ:BUSE,NASDAQ,20439322.300333332,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.5978326309452138,0.6313465783664459,0.7212522576760987,0.7152317880794702,0.6011292599314378,0.9377884808348385,0.2762603,0.824994976893711,66.64158137668072,88.13917288642747,60.11292599314378,71.03668094658687,0.0809626388421407,0.7703306523681859,0.8672669183851293,0.53888,,0.8780565258812322,0.8799237611181703,0.8698320413436692,0.914218958611482,0.8570538772967923,0.7024103831891224,83.15504826833691,74.98176675471314,89.20254999775756,1.0,80.59182689478024,ok,99.73860005808888,99.73860005808888,10.0,16.0,Other,concentration_guard_keyword_v1,False,3.0,research_candidate,True,10.0,0.0,unchanged,BUSE,,29.64,2447580928.0,12.097959,10.817518,1.0346633,0.09634,0.29507,-0.009,0.327,3.5,0.703,82576956.0,79560420.0,0.04281,0.68893,3835080,3453109,0.048,5.94,1788134400,809622.0,766378.0,-0.23561,1790193601.0
JP,6750,6750.T,"ELECOM CO.,LTD.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,6750.T,6750,"ELECOM CO.,LTD.",JP,Prime Market (Domestic),JPX,6750,TSE,6750,"Elecom Co., Ltd.",2029.0,308300.0,200146.66666666666,184874281151.0,7.481704117592181,1.4907755087670018,2.80926564810251,22.2792446506562,0.0113395854619764,39.4969908232846,11.9239082182908,15.4803402880368,15.437216999756378,115.43067085037933,4.4261451363870306,17.283236994219653,22.82082324455206,4.857881136950905,2.0275066165489477,0.32902026,6750,TSE:6750,TSE,406097586.6666666,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.7697510822510822,0.8027597402597403,0.8338744588744589,0.5162337662337663,0.7351190476190477,0.5045995670995671,0.32902026,0.6699134199134199,73.0654761904762,58.72564935064935,73.51190476190477,69.54748376623377,0.13365938886150816,0.9403899721448468,0.6373401534526855,0.8860561914672217,0.6757197175448126,0.6799379524301965,0.8490175801447777,0.7506561679790026,0.8909691629955947,0.48047276464542654,0.8665287118468701,68.60676300809864,79.14520306867757,82.08126654872987,1.0,73.12291366010886,ok,99.64194373401534,99.64194373401534,8.0,21.0,Other,concentration_guard_keyword_v1,False,3.0,research_candidate,True,8.0,0.0,unchanged,6750,,2010.0,161882619904.0,7.7636156,16.131622,1.4768423,0.22225,0.15481,0.184,0.493,2.86,,80538614.0,46551319.0,0.35237998,0.18531,,,,,,202531.0,22300.0,-0.9364219,1790209042.0
JP,5351,5351.T,"SHINAGAWA REFRA CO.,LTD.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,5351.T,5351,"SHINAGAWA REFRA CO.,LTD.",JP,Prime Market (Domestic),JPX,5351,TSE,5351,"SHINAGAWA REFRA CO., LTD",2060.0,115200.0,111103.33333333333,96961213226.0,3.2422328848664215,0.8532961837446579,4.36893203883495,29.2953533842944,0.45664724143565205,22.9531016542873,6.69454267932195,15.5819028065914,25.318749115988982,236.0460399205165,0.3898635477582846,8.023072889355008,-3.648269410664172,7.796964939822082,1.3824551799788953,0.6432546,5351,TSE:5351,TSE,228872866.66666666,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.4921536796536797,0.5838744588744589,0.3463203463203463,0.5676406926406926,0.6504329004329005,0.7551406926406926,0.6432546,0.39015151515151514,49.74972943722944,57.2646103896104,65.04329004329004,53.92248376623377,0.30842941747572816,0.9955431754874652,0.9158567774936062,0.9417273673257024,0.32156436719174364,0.38986556359875907,0.8505687693898656,0.8929133858267716,0.9487885462555066,0.828365878725591,0.35488877392653906,91.32552772355541,57.1722968286522,92.0850966041139,1.0,71.59362643290066,ok,99.59079283887468,99.59079283887468,9.0,24.0,Other,concentration_guard_keyword_v1,False,4.0,research_candidate,True,9.0,0.0,unchanged,5351,,2059.0,93958594560.0,3.603178,8.825546,0.8528896,0.27201,0.15582,0.218,1.661,4.66,0.54,45633120.0,25431794.0,0.40639,0.20433001,,,,,,111659.0,7000.0,-0.048543688,1790209057.0
JP,3635,3635.T,"KOEI TECMO HOLDINGS CO.,LTD.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,3635.T,3635,"KOEI TECMO HOLDINGS CO.,LTD.",JP,Prime Market (Domestic),JPX,3635,TSE,3635,"Koei Tecmo Holdings Co., Ltd.",1700.0,2085800.0,912043.3333333334,568515475464.0,11.705651075198478,2.028651625432055,3.88235294117647,20.5985244560912,0.0385122319735108,64.5848220666,42.8755180791768,52.8864018645353,13.215837098440437,57.26019090520252,0.591715976331361,13.826581854703717,-1.1627906976744187,-15.0,2.1852990297341806,-0.0004911035,3635,TSE:3635,TSE,1550473666.6666667,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.5083874458874459,0.7440476190476191,0.41369047619047616,0.2011634199134199,0.864448051948052,0.4556277056277056,0.0004911035,0.9989177489177489,46.68222402597403,72.72727272727273,86.4448051948052,59.15787337662338,0.08542882352941178,0.7197771587743732,0.8608695652173913,0.8631633714880333,0.8913633894622488,0.9829369183040331,0.9953464322647363,0.7044619422572178,0.7648678414096917,0.33607399794450155,0.7878944645628556,63.89069073120886,90.41409152163814,73.46648918334547,1.0,71.18091791286787,ok,99.53964194373401,99.53964194373401,10.0,26.0,Other,concentration_guard_keyword_v1,False,5.0,research_candidate,True,10.0,0.0,unchanged,3635,,1683.0,562521636864.0,12.774194,14.809926,2.0083652,0.20599002,0.52886003,0.174,0.769,2.82,0.291,334237448.0,125776962.0,0.6098,0.17588,,,,,,1105465.0,112900.0,-1.0,1790209057.0
US,DBRG,DBRG,"DigitalBridge Group, Inc.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,DBRG,DBRG,"DigitalBridge Group, Inc.",US,NYSE,Nasdaq Trader,DBRG,NYSE,DBRG,"DigitalBridge Group, Inc.",15.98,30013846.0,5002131.933333334,3040678021.0000005,10.383365821962315,1.923530629637298,0.250312891113892,15.873708408532,0.136298772311674,95.9025496623846,34.5550360899258,58.0192669448442,99.25070006975665,,0.3138731952291319,1.3959390862944203,3.833658219623131,32.94509151414311,0.2238581305626737,0.598568,DBRG,NYSE:DBRG,NYSE,79934068.29466668,ok,6,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.7144290587999197,0.6030503712622918,0.5261890427453342,0.7818583182821593,0.7888687235329703,0.983744732089103,0.598568,0.6528028933092225,65.63816977724262,81.82738126991626,78.88687235329704,71.6727780368192,0.09630788485607007,0.8601429848078642,0.5608480975893116,0.72288,0.977519941986947,0.8434423626548111,0.9812579415501906,0.9534883720930233,,0.5864216754905014,0.749690976514215,66.91375859625592,85.49582445412327,95.34883720930233,1.0,79.29199586152909,ok,99.535288992158,99.535288992158,17.0,27.0,Other,concentration_guard_keyword_v1,False,4.0,research_candidate,True,21.0,4.0,unchanged,DBRG,,15.99,2998049536.0,10.056603,39.975,1.924651,0.10207,0.5434,,10.993,0.25,1.475,187495281.0,170288839.0,0.0369,1.0122,12310093,12853886,0.0659,3.06,1788134400,4180138.0,7834986.0,0.0625797,1790193621.0
US,FRO,FRO,Frontline Plc Ordinary Shares,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,FRO,FRO,Frontline Plc Ordinary Shares,US,NYSE,Nasdaq Trader,FRO,NYSE,FRO,Frontline Plc,47.92,5685721.0,3162662.7666666666,10668088687.0,7.176445922065476,3.3811673494385652,6.53171953255426,53.8422866862181,0.771704039427602,51.527092108084,49.135816748947,54.758975386617,48.84009857969576,524.5230078563412,9.732081520494619,11.75373134328358,39.83075576305806,106.10752688172043,3.295728085507904,0.759567,FRO,NYSE:FRO,NYSE,151554799.77866668,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8938390527794501,0.7660044150110376,0.8526991772024884,0.9426048565121413,0.858640855011091,0.6114790286975718,0.759567,0.5744424352019288,86.37868753762794,59.29607319497503,85.8640855011091,79.53084364648689,0.1393447412353923,0.9405719392314567,0.9578855649143189,0.95712,0.668600435097897,0.9469672912035567,0.9783989834815756,0.9024547803617571,0.9773030707610146,0.36063531610090316,0.39956736711990115,75.30309400822263,79.0130815380586,93.98789255613859,1.0,79.22783650768848,ok,99.50624455416788,99.50624455416788,18.0,28.0,Other,concentration_guard_keyword_v1,False,5.0,research_candidate,True,17.0,-1.0,unchanged,FRO,,47.56,10587944960.0,7.130435,10.388499,3.3556764,0.53851,0.54759,0.965,7.501,11.23,0.063,222622889.0,142919442.0,0.35786998,0.39360002,9659307,8679685,0.0675,4.38,1788134400,2716465.0,5023363.0,-0.751245,1790193603.0
US,TRMD,TRMD,TORM plc - Class A Common Stock,normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,TRMD,TRMD,TORM plc - Class A Common Stock,US,NASDAQ,Nasdaq Trader,TRMD,NASDAQ,TRMD,TORM plc,34.63,2371199.0,1336393.7,3529763323.1326294,5.836431917453714,1.395504650159349,6.72493965517241,26.6639628552417,0.42198956985452707,45.3629286293108,39.0870327379012,35.5443492658007,20.287134246724882,64.44948987550526,8.489974937343362,16.993243243243246,25.01805054151626,54.04804270462634,3.4092636986242786,0.50000024,TRMD,NASDAQ:TRMD,NASDAQ,46279313.831,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8807947019867549,0.8193859121011439,0.7660044150110376,0.8623319285570942,0.7138535995160314,0.594019666867349,0.50000024,0.7074542897327707,83.21292394140076,65.07369783000598,71.38535995160315,76.90398281508241,0.1713375593416113,0.9624664879356568,0.9599186755736276,0.86496,0.6047860768672951,0.8882184820577961,0.9339263024142312,0.751937984496124,0.8104138851802403,0.7250077857365307,0.5624227441285538,88.24643164152718,77.08627210935751,78.11759348381821,1.0,79.19968790019583,ok,99.47720011617776,99.47720011617776,19.0,30.0,Other,concentration_guard_keyword_v1,False,6.0,research_candidate,True,16.0,-3.0,unchanged,TRMD,,34.42,3529897728.0,5.661184,7.967592,1.3820517,0.26841998,0.35516998,1.103,4.603,12.76,0.039,102553688.0,72325120.0,0.18829,0.42242,1503123,981779,0.024600001,2.48,1788134400,946611.0,2440465.0,-0.606419,1790193600.0
JP,2121,2121.T,"MIXI,Inc.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,2121.T,2121,"MIXI,Inc.",JP,Prime Market (Domestic),JPX,2121,TSE,2121,MIXI Inc.,3810.0,228000.0,371390.0,239448029709.0,11.690778001331092,1.3145986305587989,3.1496062992126,11.8686288035564,0.23450260476011303,66.0718580154875,13.3647571866032,11.5856754257986,19.884292331644062,34.88794171015336,7.779349363507779,44.59203036053131,46.76425269645608,14.414414414414415,2.6569617813718627,0.109231286,2121,TSE:2121,TSE,1414995900.0,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8736471861471862,0.9640151515151515,0.9434523809523809,0.6534090909090909,0.8568722943722944,0.3216991341991342,0.109231286,0.8979978354978355,85.86309523809523,60.984848484848484,85.68722943722943,79.61715367965367,0.08553750656167979,0.7208913649025069,0.7222506393861893,0.6030176899063475,0.9005975013579577,0.7290589451913133,0.7585315408479835,0.8257217847769028,0.6415198237885462,0.5560123329907503,0.5162959130884635,66.63847790931489,70.1500318078413,73.36208042827246,1.0,70.8967350733851,ok,99.43734015345268,99.43734015345268,12.0,32.0,Other,concentration_guard_keyword_v1,False,6.0,research_candidate,True,12.0,0.0,unchanged,2121,,3815.0,249155141632.0,14.790261,19.703543,1.3163515,0.109239995,0.11587,0.503,3.286,4.99,0.349,65309346.0,26728149.0,0.55367,0.120570004,,,,,,384681.0,104600.0,0.1312336,1790209052.0
US,WSBC,WSBC,"WesBanco, Inc. - Common Stock",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,WSBC,WSBC,"WesBanco, Inc. - Common Stock",US,NASDAQ,Nasdaq Trader,WSBC,NASDAQ,WSBC,"WesBanco, Inc.",38.49,1409200.0,958063.2666666667,3691417922.0000005,11.16882363182636,0.9496868303430988,3.92309690828787,8.97967626046724,0.42515569928108804,,44.145186873256286,33.690846182092116,31.111729811453465,107.17806901526994,-6.554989075018198,3.24570815450644,14.213649851632043,20.469483568075123,1.9347005585503125,0.31674734,WSBC,NASDAQ:WSBC,NASDAQ,36875855.134,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.39434075857916917,0.6413806943608268,0.6518161749949829,0.7126229179209311,0.6823956442831216,0.8699578567128237,0.31674734,0.799075748442837,60.004013646397745,83.45168025778304,68.23956442831216,67.10126291653123,0.0895349441413354,0.822609472743521,0.8951495788556492,0.51616,,0.9209272785011114,0.9218551461245235,0.8446382428940569,0.9068758344459279,0.8813453752725008,0.5590234857849197,86.6368142290557,72.94914776026387,87.57570386699925,1.0,78.92998535635685,ok,99.4191112401975,99.4191112401975,21.0,33.0,Other,concentration_guard_keyword_v1,False,7.0,research_candidate,True,18.0,-3.0,unchanged,WSBC,,38.09,3653055232.0,11.008671,9.845557,0.9398209,0.08979999,0.3401,0.035,0.596,3.95,0.682,95905889.0,92430260.0,0.02121,0.86544997,6971098,6540707,0.0738,9.89,1788134400,1041623.0,866167.0,-1.03923,1790193600.0
JP,4763,4763.T,"CREEK & RIVER Co.,Ltd.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,4763.T,4763,"CREEK & RIVER Co.,Ltd.",JP,Prime Market (Domestic),JPX,4763,TSE,4763,"CREEK & RIVER Co., Ltd.",1494.0,20800.0,38356.666666666664,33303204781.0,6.811666095228369,1.6217173263551872,3.34672021419009,26.2893990668378,0.5908485154162311,37.2822261619999,8.82138296538717,7.19601127468443,26.002348739951287,101.96393317028611,-1.4511873350923483,15.188897455666924,7.559395248380129,-1.255783212161269,1.3977110235291235,0.16693452,4763,TSE:4763,TSE,57304860.0,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.31493506493506496,0.7716450216450217,0.6295995670995671,0.3971861471861472,0.4770021645021645,0.7494588744588744,0.16693452,0.839556277056277,52.83414502164503,79.45075757575756,47.700216450216445,58.71820887445887,0.1468069611780455,0.9626740947075209,0.7595907928388747,0.9224765868886576,0.6344378055404671,0.5243019648397105,0.5398138572905895,0.8981627296587926,0.8788546255506607,0.4362795477903392,0.29953440248318675,71.95148117789115,58.41129234085223,88.85086776047267,1.0,70.20360232139078,ok,99.38618925831202,99.38618925831202,13.0,35.0,Other,concentration_guard_keyword_v1,False,7.0,research_candidate,True,13.0,0.0,unchanged,4763,,1484.0,31424045056.0,7.7179112,9.870302,1.6108619,0.26388,0.07147,0.231,0.627,3.35,0.174,21175231.0,8822448.0,0.51054,0.13732,,,,,,49104.0,10400.0,-0.66934407,1790209014.0
JP,8473,8473.T,"SBI Holdings,Inc.",normal,screening,2026-09-24T00:32:34+00:00,missing,ok,yfinance,ok,yfinance,ok,data/screening_latest.csv,8473.T,8473,"SBI Holdings,Inc.",JP,Prime Market (Domestic),JPX,8473,TSE,8473,SBI Holdings Incorporated,3272.0,4476700.0,3798760.0,2163335203125.0,4.619021758387611,1.1339001121954655,2.90342298288509,30.8412914304413,4.01718731487274,80.6885552530937,46.5904156716044,25.6265239065449,23.114327404408048,101.457489809459,5.175184828029573,15.211267605633802,10.149806429893957,2.828409805153991,2.834492177104533,1.062377,8473,TSE:8473,TSE,12429542720.0,ok,7,ok,2026-09-23T12:46:43.260796+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8022186147186147,0.7719155844155844,0.6791125541125541,0.47835497835497837,0.970508658008658,0.2849025974025974,1.062377,0.1834415584415584,68.29004329004329,23.41720779220779,97.05086580086581,61.38595779220779,0.2164960574572127,0.9916434540389972,0.6670076726342711,0.9505723204994797,0.9641499185225421,0.9891416752843847,0.9493278179937953,0.8677165354330708,0.8772026431718062,0.6413155190133608,0.018106570098292862,76.66555485622096,77.4259660479699,87.24595893024384,1.0,69.72815967443415,ok,99.2838874680307,99.2838874680307,15.0,40.0,Other,concentration_guard_keyword_v1,False,8.0,research_candidate,True,15.0,0.0,unchanged,8473,,3282.0,2121457467392.0,5.2543945,8.066062,1.1373655,0.23416,0.24256,0.288,0.643,3.21,0.476,646391692.0,581426675.0,0.17643,0.46128,,,,,,4286909.0,724700.0,0.3057169,1790209057.0
