date,initial_capital_jpy,nav_jpy,cash_jpy,total_return_pct,benchmark_return_pct,alpha_pct,realized_pnl_jpy,max_drawdown_pct,positions,pending_orders
2026-09-10,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0,0
