ticker,code,name,market,exchange,universe_source,merge_code,merge_exchange,source_name,source_description,price,volume,avg_volume_30d,market_cap,pe,pb,dividend_yield,roe,debt_to_equity,gross_margin,operating_margin,profit_margin,revenue_growth,earnings_growth,return_1m,return_3m,return_6m,return_12m,volatility_1m,beta_1y,source_code,source_symbol,source_exchange,avg_turnover_30d,price_status,fundamental_fields_present,fundamental_status,data_retrieved_at_utc,price_date,price_basis,price_source,fundamental_source,eligible,rank_return_1m,rank_return_3m,rank_return_6m,rank_return_12m,rank_avg_turnover_30d,rank_volatility_1m,beta_abs,rank_beta_abs,momentum_score,risk_score,liquidity_score,pre_score,earnings_yield,rank_earnings_yield,rank_dividend_yield,rank_roe,rank_gross_margin,rank_operating_margin,rank_profit_margin,rank_revenue_growth,rank_earnings_growth,rank_pb,rank_debt_to_equity,value_score,quality_score,growth_score,factor_coverage,total_score,flags,market_percentile,cross_market_score,market_rank,cross_market_rank,theme,theme_source,is_mortgage_reit,theme_rank,research_status,research_candidate,previous_market_rank,rank_change,daily_change
FRO,FRO,Frontline Plc Ordinary Shares,US,NYSE,Nasdaq Trader,FRO,NYSE,FRO,Frontline Plc,47.97,4023434.0,3334863.6,10679220511.0,7.183933866474976,3.384695278642904,6.52491140296018,53.8422866862181,0.771704039427602,51.527092108084,49.135816748947,54.758975386617,48.84009857969576,524.5230078563412,10.78521939953811,27.988260405549635,45.36363636363637,102.49050232165469,3.4395212610107535,0.7757248,FRO,NYSE:FRO,NYSE,159973406.892,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.91069636765001,0.8974513345374272,0.8759783263094522,0.9474212321894441,0.8665591614593832,0.589805338149709,0.7757248,0.5690174804098855,90.78868151715834,57.94114092797973,86.65591614593832,81.95688156418069,0.13919949968730455,0.9378076062639821,0.9551151267851938,0.9573444515715203,0.6682429974536195,0.9464797706275884,0.978648820905035,0.9028811913240531,0.9772499163599866,0.354375,0.4008674101610905,74.90992443497252,79.03166901437707,94.00655538420199,1.0,79.5961828059485,ok,99.67939376275139,99.67939376275139,12.0,19.0,Other,concentration_guard_keyword_v1,False,3.0,research_candidate,True,17.0,5.0,unchanged
MRP,MRP,"Millrose Properties, Inc. Class A Common Stock",US,NYSE,Nasdaq Trader,MRP,NYSE,MRP,"Millrose Properties, Inc.",27.06,2725582.0,1350844.2333333334,4173412402.0,9.437449865727338,0.7678371027627664,11.1234294161123,8.11972623428877,0.42580345723974505,,85.10919172223,62.5951458365931,228.24471299093653,890.4317789291885,-11.827956989247319,-9.346733668341718,-5.681422098292097,-21.6106604866744,2.4365129939299583,0.23499134,MRP,NYSE:MRP,NYSE,36553844.954,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.29660846879389924,0.4003612281757977,0.4049769215332129,0.3696568332329922,0.6833299737956057,0.7820590006020469,0.23499134,0.8507132810930279,36.79008629339755,81.63861408475374,68.33299737956057,52.73365490416104,0.1059608277900961,0.8827740492170022,0.9798892451180414,0.48749198203976907,,0.9926728257406817,0.9837476099426387,0.9760440271932664,0.9842756774841084,0.923125,0.5579306071871127,92.85960981116813,75.54607562275505,98.01598523386875,1.0,79.46892346197724,ok,99.65024774118334,99.65024774118334,13.0,20.0,Other,concentration_guard_keyword_v1,False,4.0,research_candidate,True,19.0,6.0,unchanged
6750.T,6750,"ELECOM CO.,LTD.",JP,Prime Market (Domestic),JPX,6750,TSE,6750,"Elecom Co., Ltd.",2049.0,272100.0,204976.66666666666,184145353477.0,7.5554518171248795,1.5054701909628323,2.82038594755072,22.2792446506562,0.0113395854619764,39.4969908232846,11.9239082182908,15.4803402880368,15.437216999756378,115.43067085037933,3.2241813602015115,14.341517857142858,23.95644283121597,8.81571959638874,1.7051529062576796,0.33614597,6750,TSE:6750,TSE,419997190.0,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.7443181818181818,0.7291666666666666,0.8317099567099567,0.5781926406926406,0.739448051948052,0.5227272727272727,0.33614597,0.661525974025974,72.08468614718615,59.21266233766234,73.9448051948052,69.14569805194805,0.13235475841874086,0.9392419175027871,0.6439897698209719,0.8855359001040582,0.674633351439435,0.6809720785935884,0.8495346432264737,0.7518363064008394,0.8904185022026432,0.4840698869475848,0.8665977249224406,68.91005247571145,79.14547396571992,82.11274043017414,1.0,73.13103196911995,ok,99.64194373401534,99.64194373401534,8.0,21.0,Other,concentration_guard_keyword_v1,False,3.0,research_candidate,True,8.0,0.0,unchanged
DBRG,DBRG,"DigitalBridge Group, Inc.",US,NYSE,Nasdaq Trader,DBRG,NYSE,DBRG,"DigitalBridge Group, Inc.",15.98,3469880.0,5135655.9,3040678021.0000005,10.383365821962315,1.923530629637298,0.250312891113892,15.873708408532,0.136298772311674,95.9025496623846,34.5550360899258,58.0192669448442,99.25070006975665,,0.0,1.6539440203562328,3.9011703511053293,29.392712550607293,0.2076147538617318,0.60792494,DBRG,NYSE:DBRG,NYSE,82067781.282,ok,6,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.7384105960264901,0.6399759181216135,0.5410395344170179,0.7752358017258679,0.7950010078613183,0.9849488260084287,0.60792494,0.6544102873216797,67.36654625727473,81.96795566650542,79.50010078613184,72.83693178891097,0.09630788485607007,0.851006711409396,0.5590206936753134,0.722578576010263,0.9778101127682793,0.8426250398215992,0.9815168897386871,0.9537067011977987,,0.5771875,0.7493804213135068,66.24049683615696,85.47822079304672,95.37067011977986,1.0,79.40398871982393,ok,99.59195569804722,99.59195569804722,15.0,23.0,Other,concentration_guard_keyword_v1,False,5.0,research_candidate,True,16.0,1.0,unchanged
5351.T,5351,"SHINAGAWA REFRA CO.,LTD.",JP,Prime Market (Domestic),JPX,5351,TSE,5351,"SHINAGAWA REFRA CO., LTD",2091.0,155900.0,111303.33333333333,97949652779.0,3.291023768085285,0.8661370486456698,4.32484382508409,29.2953533842944,0.45664724143565205,22.9531016542873,6.69454267932195,15.5819028065914,25.318749115988982,236.0460399205165,-0.14326647564469913,10.869565217391305,-2.380952380952381,9.019812304483837,1.2058488542287953,0.6364412,5351,TSE:5351,TSE,232735270.0,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.4753787878787879,0.648538961038961,0.36444805194805197,0.5817099567099567,0.6523268398268398,0.7532467532467533,0.6364412,0.3939393939393939,51.751893939393945,57.359307359307365,65.23268398268398,55.17586580086581,0.3038568149210904,0.9949832775919732,0.910997442455243,0.941207075962539,0.3204780010863661,0.38986556359875907,0.8510858324715616,0.8934942287513117,0.948237885462555,0.8268242548818088,0.35573940020682526,91.09349916430084,57.16751746652102,92.08660571069333,1.0,71.84925549464933,ok,99.59079283887468,99.59079283887468,9.0,24.0,Other,concentration_guard_keyword_v1,False,4.0,research_candidate,True,9.0,0.0,unchanged
2121.T,2121,"MIXI,Inc.",JP,Prime Market (Domestic),JPX,2121,TSE,2121,MIXI Inc.,3830.0,304700.0,367106.6666666667,240390738487.0,11.752146914723905,1.321499410771706,3.13725490196078,11.8686288035564,0.23450260476011303,66.0718580154875,13.3647571866032,11.5856754257986,19.884292331644062,34.88794171015336,7.1328671328671325,48.62242918121847,47.137917787168654,19.314641744548286,2.339208245458179,0.10421807,2121,TSE:2121,TSE,1406018533.3333335,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8695887445887446,0.9691558441558441,0.9369588744588745,0.7037337662337663,0.8560606060606061,0.31466450216450215,0.10421807,0.9047619047619048,86.98593073593074,60.97132034632035,85.60606060606061,80.27529761904762,0.08509083550913839,0.7240802675585284,0.7214833759590793,0.603537981269511,0.9005975013579577,0.7300930713547052,0.7585315408479835,0.8263378803777545,0.63931718061674,0.5575539568345323,0.5175801447776629,66.77058667840467,70.20680479215639,73.28275304972472,1.0,71.09448613992288,ok,99.53964194373401,99.53964194373401,10.0,26.0,Other,concentration_guard_keyword_v1,False,5.0,research_candidate,True,11.0,1.0,unchanged
TRMD,TRMD,TORM plc - Class A Common Stock,US,NASDAQ,Nasdaq Trader,TRMD,NASDAQ,TRMD,TORM plc,34.3,2932061.0,1480124.2666666666,3500669022.4729023,5.780814749311648,1.382206453955116,6.81899475524475,26.6639628552417,0.42198956985452707,45.3629286293108,39.0870327379012,35.5443492658007,20.287134246724882,64.44948987550526,8.61304623179227,26.056596839397265,26.802218114602574,55.4145899410965,3.6112707064268013,0.5101569,TRMD,NASDAQ:TRMD,NASDAQ,50768262.346666664,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.8950431466987758,0.8888219947822597,0.7858719646799117,0.877583784868553,0.729086877645636,0.5621111780052177,0.5101569,0.7024311834438417,86.18302227573751,63.22711807245297,72.9086877645636,78.45289604824029,0.17298599650145774,0.9615212527964205,0.9594870300204023,0.8649775497113534,0.6042197162604583,0.887543803759159,0.9343530911408541,0.7520233085140823,0.8093007694881231,0.7246874999999999,0.5625774473358116,88.18985942722742,77.07343216415273,78.06620390011028,1.0,79.34058473009567,ok,99.53366365491111,99.53366365491111,17.0,27.0,Other,concentration_guard_keyword_v1,False,6.0,research_candidate,True,18.0,1.0,unchanged
WSBC,WSBC,"WesBanco, Inc. - Common Stock",US,NASDAQ,Nasdaq Trader,WSBC,NASDAQ,WSBC,"WesBanco, Inc.",38.42,630152.0,949707.1666666666,3684704173.0,11.148511403865127,0.9479596784043091,3.93024466423738,8.97967626046724,0.42515569928108804,,44.145186873256286,33.690846182092116,31.111729811453465,107.17806901526994,-5.856407743200197,-0.49210049210048623,13.803317535545034,20.062500000000007,1.967257631599244,0.3081299,WSBC,NASDAQ:WSBC,NASDAQ,36487749.343333334,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.5017057997190447,0.5783664459161147,0.6588400561910496,0.7202488460766606,0.6829268292682927,0.8689544451133855,0.3081299,0.8067108700020093,61.479028697571735,83.78326575576973,68.29268292682927,68.07713609650988,0.08969807391983342,0.8170022371364654,0.8915767997668318,0.5153944836433612,,0.9203568015291494,0.9222434671765456,0.8452573648429913,0.9066577450652392,0.8771875,0.5591697645600991,86.19221789677658,72.92911292272889,87.59575549541152,1.0,79.08882797195989,ok,99.47537161177499,99.47537161177499,19.0,30.0,Other,concentration_guard_keyword_v1,False,7.0,research_candidate,True,21.0,2.0,unchanged
3635.T,3635,"KOEI TECMO HOLDINGS CO.,LTD.",JP,Prime Market (Domestic),JPX,3635,TSE,3635,"Koei Tecmo Holdings Co., Ltd.",1671.0,750800.0,890860.0,565338477219.0,11.505966439209798,1.9940452153511552,3.90417036379769,20.5985244560912,0.0385122319735108,64.5848220666,42.8755180791768,52.8864018645353,13.215837098440437,57.26019090520252,-2.280701754385965,12.222968435191403,-2.565597667638484,-12.052631578947368,1.9093093366410083,0.0025420825,3635,TSE:3635,TSE,1488627060.0,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.2803030303030303,0.6842532467532467,0.36038961038961037,0.23295454545454544,0.8614718614718615,0.4507575757575758,0.0025420825,0.9967532467532467,38.94751082251082,72.37554112554112,86.14718614718615,54.38446969696969,0.08691143028126871,0.738015607580825,0.8624040920716113,0.8626430801248699,0.8913633894622488,0.9829369183040331,0.9953464322647363,0.7051416579223505,0.7626651982378855,0.34737923946557037,0.7880041365046535,64.92663130393356,90.40587913321083,73.3903428080118,1.0,70.20965396309624,ok,99.43734015345268,99.43734015345268,12.0,32.0,Other,concentration_guard_keyword_v1,False,6.0,research_candidate,True,10.0,-2.0,unchanged
8473.T,8473,"SBI Holdings,Inc.",JP,Prime Market (Domestic),JPX,8473,TSE,8473,SBI Holdings Incorporated,3298.0,2696100.0,3815110.0,2149450716796.9998,4.655725476516609,1.142910320910955,2.92217779144879,30.8412914304413,4.01718731487274,80.6885552530937,46.5904156716044,25.6265239065449,23.114327404408048,101.457489809459,1.28992628992629,20.452885317750184,11.910417373600271,1.821549861068231,2.159521445673112,1.0675675,8473,TSE:8473,TSE,12582232780.0,ok,7,ok,2026-09-25T12:47:50.859922+00:00,,TradingView scanner close; exact exchange timestamp unavailable,TradingView scanner (unofficial/undocumented),TradingView scanner (unofficial/undocumented),True,0.6193181818181818,0.8295454545454546,0.6966991341991342,0.4583333333333333,0.9710497835497836,0.36877705627705626,1.0675675,0.1826298701298701,65.09740259740259,27.570346320346317,97.10497835497836,60.51677489177489,0.2147892965433596,0.9916387959866221,0.6736572890025575,0.9505723204994797,0.9641499185225421,0.9891416752843847,0.9493278179937953,0.8683105981112277,0.8755506607929515,0.6428571428571428,0.018614270941054833,76.93844092821074,77.43612006482513,87.19306294520896,1.0,69.9324151749631,ok,99.38618925831202,99.38618925831202,13.0,35.0,Other,concentration_guard_keyword_v1,False,7.0,research_candidate,True,16.0,3.0,unchanged
