date,actual_order_turnover_million_jpy,actual_order_ratio_pct,short_regulated_turnover_million_jpy,short_regulated_ratio_pct,short_unregulated_turnover_million_jpy,short_unregulated_ratio_pct,short_turnover_million_jpy,short_ratio_pct,total_turnover_million_jpy
2026-09-03,4835400,56.4,2969177,34.6,765826,8.9,3735003,43.58,8570403
